"fileid","fid","dist","ratio"
1245_345_1_2,1245,51,0.294797687861272
1246_346_0_1,1246,11,0.0552763819095477
1246_346_0_2,1246,58,0.358024691358025
1247_346_1_1,1247,2,1
1247_346_1_2,1247,34,1
1248_346_2_1,1248,5,1
1248_346_2_2,1248,39,1
125_1101_0_1,125,55,0.0884244372990354
125_1101_0_2,125,20,0.0248138957816377
1251_346_5_1,1251,101,0.184306569343066
1252_346_6_1,1252,89,0.12108843537415
1252_346_6_2,1252,220,0.275
1253_346_7_1,1253,0,0
1253_346_7_2,1253,2,0.0150375939849624
1254_346_8_1,1254,15,0.882352941176471
1255_347_0_1,1255,123,0.194006309148265
1257_348_0_1,1257,36,0.135338345864662
1258_349_0_1,1258,50,0.0498504486540379
1259_34_0_1,1259,18,0.0395604395604396
126_1102_0_1,126,72,0.227848101265823
1261_350_0_1,1261,42,0.0736842105263158
1261_350_0_2,1261,30,0.0546448087431694
1262_350_1_1,1262,52,0.0686015831134565
1262_350_1_2,1262,5,0.0145348837209302
1263_350_2_2,1263,20,1
1265_351_0_1,1265,42,0.0605187319884726
1266_351_1_1,1266,6,0.0437956204379562
1266_351_1_2,1266,6,0.0705882352941176
1267_352_0_1,1267,13,0.0117328519855596
1267_352_0_2,1267,7,0.0105105105105105
1269_353_0_1,1269,17,0.0410628019323672
1269_353_0_2,1269,9,0.024390243902439
1270_353_1_2,1270,6,0.166666666666667
127_1103_0_1,127,42,0.0889830508474576
1272_353_3_1,1272,16,0.280701754385965
1273_353_4_1,1273,51,0.2125
1273_353_4_2,1273,160,0.935672514619883
1274_353_5_1,1274,55,0.179153094462541
1274_353_5_2,1274,55,0.162241887905605
1275_353_6_1,1275,14,1
1276_354_0_1,1276,49,0.0610211706102117
1276_354_0_2,1276,56,0.0553359683794466
1277_354_1_1,1277,16,0.0269360269360269
1277_354_1_2,1277,26,0.0395136778115502
1278_354_2_1,1278,10,0.208333333333333
1278_354_2_2,1278,7,0.7
1279_354_3_1,1279,10,0.294117647058824
1279_354_3_2,1279,11,0.0916666666666667
1280_354_4_1,1280,106,0.335443037974684
1280_354_4_2,1280,33,0.104430379746835
1281_354_5_1,1281,35,0.098314606741573
1281_354_5_2,1281,27,0.0758426966292135
1282_354_6_1,1282,106,0.335443037974684
1282_354_6_2,1282,33,0.104430379746835
1283_354_7_1,1283,15,0.46875
1283_354_7_2,1283,14,0.4375
1284_354_8_1,1284,13,0.0726256983240224
1284_354_8_2,1284,18,0.100558659217877
1285_354_9_1,1285,13,0.0670103092783505
1285_354_9_2,1285,11,0.0567010309278351
1286_355_0_1,1286,9,1
1286_355_0_2,1286,23,0.252747252747253
1287_355_1_1,1287,87,0.844660194174757
129_1105_0_1,129,57,0.38255033557047
1291_356_1_1,1291,90,0.203160270880361
1291_356_1_2,1291,115,0.259593679458239
1292_356_2_1,1292,439,0.534713763702801
1292_356_2_2,1292,398,0.427038626609442
1293_357_0_1,1293,42,0.061493411420205
1293_357_0_2,1293,67,0.099702380952381
1294_357_1_1,1294,9,0.310344827586207
1294_357_1_2,1294,23,0.793103448275862
1295_357_2_1,1295,48,0.0827586206896552
1296_357_3_1,1296,26,1
1296_357_3_2,1296,84,0.591549295774648
1297_357_4_1,1297,54,1
1297_357_4_2,1297,40,0.32
1298_357_5_1,1298,19,1
1299_357_6_1,1299,30,1
1300_357_7_1,1300,77,1
1300_357_7_2,1300,99,0.6
130_1106_0_1,130,24,0.0805369127516778
130_1106_0_2,130,98,0.369811320754717
1301_357_8_1,1301,7,0.0348258706467662
1302_357_9_1,1302,26,0.787878787878788
1302_357_9_2,1302,33,1
1304_357_11_1,1304,12,1
1305_358_0_1,1305,4,1
1306_358_1_1,1306,20,0.289855072463768
1307_358_2_1,1307,26,0.0549682875264271
1307_358_2_2,1307,64,0.135306553911205
1308_358_3_1,1308,49,1
1308_358_3_2,1308,49,1
13_1006_0_1,13,155,0.455882352941176
13_1006_0_2,13,128,0.351648351648352
1310_358_5_1,1310,186,0.268398268398268
1310_358_5_2,1310,190,0.274170274170274
131_1107_0_1,131,66,0.131736526946108
131_1107_0_2,131,311,0.719907407407407
1311_358_6_1,1311,61,0.145584725536993
1311_358_6_2,1311,115,0.351681957186544
1312_359_0_1,1312,38,0.342342342342342
1312_359_0_2,1312,54,0.964285714285714
1313_359_1_1,1313,14,0.0381471389645777
1314_359_2_1,1314,26,1
1314_359_2_2,1314,59,1
1315_359_3_1,1315,141,0.417159763313609
1315_359_3_2,1315,92,0.304635761589404
1318_35_2_1,1318,111,0.232704402515723
1319_360_0_1,1319,223,0.717041800643087
1320_360_1_1,1320,381,0.636060100166945
1320_360_1_2,1320,237,0.32871012482663
132_1108_0_1,132,187,0.174929840972872
132_1108_0_2,132,318,0.284691136974038
1321_360_2_1,1321,26,0.0234657039711191
1322_361_0_1,1322,239,0.207465277777778
1323_361_1_1,1323,6,1
1323_361_1_2,1323,10,1
1324_361_2_1,1324,34,0.0728051391862955
1325_361_3_1,1325,43,0.126099706744868
1325_361_3_2,1325,52,0.152492668621701
1326_362_0_1,1326,138,0.274900398406374
1326_362_0_2,1326,211,0.517156862745098
1327_362_1_1,1327,135,0.685279187817259
1327_362_1_2,1327,109,0.872
1328_363_0_1,1328,136,0.62962962962963
1328_363_0_2,1328,138,0.766666666666667
1329_363_1_1,1329,39,0.0970149253731343
1329_363_1_2,1329,133,0.424920127795527
1330_364_0_1,1330,124,0.308457711442786
1330_364_0_2,1330,106,0.406130268199234
133_1109_0_1,133,21,0.0860655737704918
133_1109_0_2,133,19,0.109195402298851
1331_365_0_1,1331,31,0.22463768115942
1332_365_1_1,1332,28,0.0311111111111111
1333_365_2_1,1333,30,0.405405405405405
1333_365_2_2,1333,12,0.162162162162162
1334_365_3_1,1334,47,0.190283400809717
1335_365_4_1,1335,28,0.112
1335_365_4_2,1335,38,0.152
1336_365_5_1,1336,268,0.480286738351254
1336_365_5_2,1336,329,0.818407960199005
1337_365_6_1,1337,16,0.842105263157895
1339_366_1_2,1339,26,0.619047619047619
1340_367_0_1,1340,221,0.420952380952381
134_110_0_1,134,24,0.0588235294117647
134_110_0_2,134,268,0.594235033259424
1341_368_0_1,1341,21,0.91304347826087
1342_369_0_1,1342,8,0.0192307692307692
1343_36_0_1,1343,112,0.541062801932367
1344_36_1_1,1344,107,0.120495495495495
1344_36_1_2,1344,257,0.308153477218225
1345_370_0_2,1345,10,0.103092783505155
1346_371_0_2,1346,10,0.103092783505155
1347_372_0_2,1347,10,0.103092783505155
1348_373_0_2,1348,6,0.0618556701030928
1349_374_0_1,1349,11,0.017515923566879
1349_374_0_2,1349,5,0.00810372771474878
1350_375_0_1,1350,36,0.0853080568720379
1350_375_0_2,1350,40,0.12012012012012
135_1110_0_1,135,58,0.532110091743119
135_1110_0_2,135,34,0.944444444444444
1351_375_1_1,1351,13,1
1351_375_1_2,1351,10,0.769230769230769
1352_375_2_1,1352,6,1
1352_375_2_2,1352,8,1
1353_375_3_1,1353,6,1
1353_375_3_2,1353,8,1
1354_375_4_1,1354,4,1
1354_375_4_2,1354,10,0.833333333333333
1355_375_5_2,1355,21,0.488372093023256
1356_375_6_1,1356,220,0.723684210526316
1356_375_6_2,1356,47,0.175373134328358
1357_376_0_1,1357,118,0.179331306990881
1359_376_2_1,1359,325,0.79656862745098
1359_376_2_2,1359,123,0.421232876712329
1360_376_3_1,1360,329,0.911357340720222
136_1111_0_1,136,39,0.141304347826087
136_1111_0_2,136,9,0.0552147239263804
1361_376_4_1,1361,242,0.294762484774665
1362_376_5_1,1362,122,0.151741293532338
1362_376_5_2,1362,54,0.0667490729295426
1363_377_0_1,1363,79,0.280141843971631
1364_377_1_1,1364,6,0.3
1366_378_0_1,1366,94,0.159052453468697
1366_378_0_2,1366,65,0.103668261562998
1367_379_0_1,1367,98,0.392
1367_379_0_2,1367,51,0.223684210526316
1368_379_1_1,1368,54,0.0818181818181818
1369_37_0_1,1369,25,0.833333333333333
1369_37_0_2,1369,25,0.257731958762887
1370_37_1_1,1370,109,0.117583603020496
1370_37_1_2,1370,224,0.263839811542992
137_1112_0_1,137,125,0.874125874125874
137_1112_0_2,137,88,0.907216494845361
1371_380_0_1,1371,65,0.121951219512195
1371_380_0_2,1371,36,0.0845070422535211
1372_381_0_1,1372,24,1
1373_382_0_1,1373,65,1
1374_383_0_1,1374,67,0.145021645021645
1375_384_0_1,1375,92,0.136904761904762
1376_384_1_1,1376,10,1
1376_384_1_2,1376,46,0.429906542056075
1377_384_2_1,1377,370,0.528571428571429
1377_384_2_2,1377,163,0.215323645970938
1378_384_3_1,1378,155,0.488958990536278
1378_384_3_2,1378,110,0.214007782101167
1379_385_0_1,1379,105,0.255474452554745
1380_385_1_1,1380,88,0.651851851851852
1380_385_1_2,1380,30,0.545454545454545
138_1113_0_1,138,51,0.0568561872909699
138_1113_0_2,138,64,0.0891364902506964
1382_387_0_1,1382,63,0.0698447893569845
1383_387_1_2,1383,39,0.448275862068966
1385_387_3_1,1385,114,0.230769230769231
1385_387_3_2,1385,62,0.158163265306122
1386_387_4_1,1386,58,0.0493197278911565
1386_387_4_2,1386,59,0.0600203458799593
1387_388_0_1,1387,27,0.0448504983388704
1387_388_0_2,1387,67,0.0982404692082111
1390_388_3_1,1390,8,0.421052631578947
1391_388_4_1,1391,105,0.8203125
1391_388_4_2,1391,119,0.9296875
1392_389_0_1,1392,207,0.373646209386282
1392_389_0_2,1392,182,0.281733746130031
1393_389_1_1,1393,48,0.413793103448276
1393_389_1_2,1393,43,0.161654135338346
1394_38_0_1,1394,506,0.841930116472546
1395_38_1_1,1395,24,0.0304568527918782
1395_38_1_2,1395,147,0.134986225895317
1397_390_0_1,1397,85,0.275974025974026
1397_390_0_2,1397,113,1
1398_390_1_1,1398,30,0.0540540540540541
1398_390_1_2,1398,17,0.0350515463917526
1400_391_0_1,1400,15,0.0422535211267606
1400_391_0_2,1400,15,0.0378787878787879
1401_391_1_1,1401,133,0.271428571428571
1403_391_3_1,1403,8,0.242424242424242
1404_391_4_1,1404,8,0.242424242424242
1405_391_5_1,1405,46,0.676470588235294
1405_391_5_2,1405,60,0.566037735849057
1406_391_6_1,1406,129,0.583710407239819
1406_391_6_2,1406,99,0.447963800904977
1407_392_0_1,1407,360,0.918367346938776
1407_392_0_2,1407,33,0.1284046692607
1409_393_0_1,1409,1,0.00806451612903226
1409_393_0_2,1409,33,0.102484472049689
14_1007_0_1,14,147,0.422413793103448
14_1007_0_2,14,150,0.496688741721854
1410_393_1_1,1410,120,0.697674418604651
1410_393_1_2,1410,125,0.801282051282051
141_1116_0_1,141,47,0.427272727272727
1411_393_2_1,1411,45,0.0872093023255814
1411_393_2_2,1411,38,0.0885780885780886
1412_394_0_1,1412,76,0.107496463932108
1412_394_0_2,1412,71,0.096336499321574
1413_395_0_1,1413,97,0.692857142857143
1413_395_0_2,1413,79,0.626984126984127
1414_396_0_1,1414,52,0.577777777777778
1414_396_0_2,1414,51,0.451327433628319
1415_397_0_1,1415,37,0.333333333333333
1416_399_0_1,1416,21,1
1417_399_1_1,1417,79,0.172113289760349
1420_39_0_1,1420,17,0.0313075506445672
1420_39_0_2,1420,19,0.0369649805447471
142_1117_0_1,142,97,0.234299516908213
142_1117_0_2,142,52,0.158536585365854
1421_39_1_1,1421,5,0.0892857142857143
1422_3_0_1,1422,54,0.469565217391304
1422_3_0_2,1422,27,0.482142857142857
1423_3_1_1,1423,43,0.156934306569343
1423_3_1_2,1423,43,0.165384615384615
1424_400_0_1,1424,8,0.0269360269360269
1425_400_1_1,1425,50,0.29940119760479
1425_400_1_2,1425,11,0.150684931506849
1426_400_2_1,1426,13,0.141304347826087
1426_400_2_2,1426,13,0.185714285714286
1427_400_3_1,1427,47,0.0852994555353902
1427_400_3_2,1427,144,0.261343012704174
1429_401_1_1,1429,5,1
1429_401_1_2,1429,11,1
1430_401_2_1,1430,5,1
1430_401_2_2,1430,15,1
1431_401_3_1,1431,193,0.574404761904762
1431_401_3_2,1431,193,0.53021978021978
1432_401_4_1,1432,6,0.101694915254237
1432_401_4_2,1432,6,0.103448275862069
1433_402_0_1,1433,23,1
1433_402_0_2,1433,23,1
1434_402_1_1,1434,39,1
1434_402_1_2,1434,10,0.256410256410256
1435_402_2_1,1435,11,1
1435_402_2_2,1435,14,0.157303370786517
1437_402_4_1,1437,7,1
1438_403_0_1,1438,86,0.103614457831325
1438_403_0_2,1438,39,0.0435754189944134
1439_403_1_1,1439,27,0.313953488372093
1440_404_0_1,1440,41,0.0742753623188406
1440_404_0_2,1440,52,0.0964749536178108
144_1119_0_1,144,142,0.410404624277457
1441_404_1_1,1441,93,0.215277777777778
1441_404_1_2,1441,96,0.222222222222222
1442_404_2_1,1442,50,1
1443_405_0_1,1443,60,0.618556701030928
1443_405_0_2,1443,85,0.634328358208955
1444_406_0_1,1444,124,0.794871794871795
1445_407_0_1,1445,140,0.875
1445_407_0_2,1445,109,0.990909090909091
1446_408_0_1,1446,69,0.0784982935153584
1447_408_1_1,1447,98,0.331081081081081
1447_408_1_2,1447,131,0.442567567567568
1448_408_2_2,1448,66,0.304147465437788
1449_408_3_1,1449,10,0.140845070422535
1449_408_3_2,1449,6,0.0508474576271186
1450_408_4_1,1450,58,0.805555555555556
1450_408_4_2,1450,42,0.583333333333333
145_111_0_1,145,151,0.438953488372093
145_111_0_2,145,51,0.326923076923077
