ogc_fid,page_no,track_id,summary,distance,duration,walking_distance,walking_duration,geojson,switch_points,existence
50,1036,0,Walking,24540.774617691583,327.2103282350696,24540.774617691583,327.2103282350696,50_1036_0_1.geojson,0,TRUE
51,1037,0,"Driving, parking and walking",21999.21980099827,52.93548969178316,770.84773540281,10.278044805345107,51_1037_0_1.geojson,1,TRUE
51,1037,0,Walking,20617.455676385514,274.8994090177864,20617.455676385514,274.8994090177864,51_1037_0_2.geojson,0,TRUE
52,1038,0,"Driving, parking and walking",3201.77568624772,22.052535099155897,1302.9391268317,17.372596691045906,52_1038_0_1.geojson,1,TRUE
52,1038,0,Walking,2619.3938138411995,34.925250851128695,2619.3938138411995,34.925250851128695,52_1038_0_2.geojson,0,TRUE
53,1039,0,"Driving, parking and walking",16390.89510996389,38.903560324860905,590.7791929290901,7.877130905701509,53_1039_0_1.geojson,1,TRUE
53,1039,0,Walking,15034.968301381432,200.46624401791772,15034.968301381432,200.46624401791772,53_1039_0_2.geojson,0,TRUE
54,103,0,"Driving, parking and walking",4932.121738149003,14.191726416190223,395.13062261314,5.268483301495364,54_103_0_1.geojson,1,TRUE
54,103,0,Walking,4793.22038958822,63.909605194349865,4793.22038958822,63.909605194349865,54_103_0_2.geojson,0,TRUE
55,103,1,"Driving, parking and walking",30071.903152469138,73.8821298274664,1867.14489329661,24.89534024389257,55_103_1_1.geojson,1,TRUE
56,1040,0,Walking,10064.947232914867,134.19929643852947,10064.947232914867,134.19929643852947,56_1040_0_1.geojson,0,TRUE
57,1041,0,"Driving, parking and walking",20217.893431371023,44.3077780177658,700.2889825498302,9.337261433974392,57_1041_0_1.geojson,1,TRUE
57,1041,0,Walking,17279.719614988622,230.39626153260548,17279.719614988622,230.39626153260548,57_1041_0_2.geojson,0,TRUE
58,1042,0,Walking,3188.478254341638,42.51304339111558,3188.478254341638,42.51304339111558,58_1042_0_1.geojson,0,TRUE
60,1044,0,"Driving, parking and walking",23757.022928696802,53.612803962194974,708.0216163580002,9.440363218083068,60_1044_0_1.geojson,1,TRUE
61,1045,0,Walking,9837.094991881288,131.16126655808924,9837.094991881288,131.16126655808924,61_1045_0_1.geojson,0,TRUE
62,1046,0,"Driving, parking and walking",16573.689890501886,46.08967774954804,1193.5403076464502,15.913945768579552,62_1046_0_1.geojson,1,TRUE
62,1046,0,Walking,14997.382015723457,199.9650935424796,14997.382015723457,199.9650935424796,62_1046_0_2.geojson,0,TRUE
63,1047,0,"Driving, parking and walking",3425.1899584328585,10.396996673785456,323.40528374274,4.312145449892421,63_1047_0_1.geojson,1,TRUE
63,1047,0,Walking,2697.804320860431,35.97072427804913,2697.804320860431,35.97072427804913,63_1047_0_2.geojson,0,TRUE
64,1048,0,Walking,5943.962365242151,79.25283153636387,5943.962365242151,79.25283153636387,64_1048_0_1.geojson,0,TRUE
65,1049,0,"Driving, parking and walking",9750.585882572193,23.326712186349642,281.30656804215,3.7508292405526245,65_1049_0_1.geojson,1,TRUE
65,1049,0,Walking,8384.119615307834,111.78826153715826,8384.119615307834,111.78826153715826,65_1049_0_2.geojson,0,TRUE
66,104,0,Walking,5858.451123684598,78.11268164893272,5858.451123684598,78.11268164893272,66_104_0_1.geojson,0,TRUE
67,1050,0,"Driving, parking and walking",11210.678255968889,24.222745935396915,167.94846842421998,2.2393879123173366,67_1050_0_1.geojson,1,TRUE
67,1050,0,Walking,10333.489266049712,137.77985688031822,10333.489266049712,137.77985688031822,67_1050_0_2.geojson,0,TRUE
68,1051,0,"Driving, parking and walking",6915.084037239907,18.028430303237002,414.76701421260003,5.530301856154177,68_1051_0_1.geojson,1,TRUE
68,1051,0,Walking,6441.020060248413,85.8802674697641,6441.020060248413,85.8802674697641,68_1051_0_2.geojson,0,TRUE
69,1052,0,"Driving, parking and walking",5614.824557860826,20.360959809306117,752.0325873225839,10.027176164276053,69_1052_0_1.geojson,1,TRUE
69,1052,0,Walking,5142.765841596539,68.57021122111571,5142.765841596539,68.57021122111571,69_1052_0_2.geojson,0,TRUE
70,1053,0,"Driving, parking and walking",7039.996309861818,24.530651029523124,930.78368266437,12.410524102160574,70_1053_0_1.geojson,1,TRUE
70,1053,0,Walking,4852.92234209289,64.70563122774341,4852.92234209289,64.70563122774341,70_1053_0_2.geojson,0,TRUE
71,1054,0,Walking,4447.348412061688,59.29797882734096,4447.348412061688,59.29797882734096,71_1054_0_1.geojson,0,TRUE
72,1055,0,"Driving, parking and walking",3554.213255849339,16.022268230767644,761.2658121614401,10.150285828793827,72_1055_0_1.geojson,1,TRUE
72,1055,0,Walking,2821.6326064605796,37.62176808604701,2821.6326064605796,37.62176808604701,72_1055_0_2.geojson,0,TRUE
73,1056,0,"Driving, parking and walking",3712.1476662645496,11.099518386729272,340.7867478001,4.543898303989975,73_1056_0_1.geojson,1,TRUE
73,1056,0,Walking,2682.55358550391,35.767381139962716,2682.55358550391,35.767381139962716,73_1056_0_2.geojson,0,TRUE
74,1057,0,"Driving, parking and walking",18746.622480783477,54.4205367163397,1805.5762657702999,24.074425210210485,74_1057_0_1.geojson,1,TRUE
74,1057,0,Walking,16878.751813374893,225.05002417776922,16878.751813374893,225.05002417776922,74_1057_0_2.geojson,0,TRUE
75,1058,0,"Driving, parking and walking",14094.889787660406,34.514502315081586,630.4920562101601,8.406635749447783,75_1058_0_1.geojson,1,TRUE
75,1058,0,Walking,12519.973778480073,166.93298371265027,12519.973778480073,166.93298371265027,75_1058_0_2.geojson,0,TRUE
76,1059,0,"Driving, parking and walking",17026.5624838375,50.840878352273194,1777.5636403392202,23.700923537797017,76_1059_0_1.geojson,1,TRUE
76,1059,0,Walking,14525.370290129464,193.67160386790889,14525.370290129464,193.67160386790889,76_1059_0_2.geojson,0,TRUE
77,105,0,"Driving, parking and walking",11583.226057732898,30.943474634001095,824.1554440981098,10.988814254613997,77_105_0_1.geojson,1,TRUE
77,105,0,Walking,9501.72833680096,126.68971115702944,9501.72833680096,126.68971115702944,77_105_0_2.geojson,0,TRUE
78,1060,0,Walking,1280.9458281174998,17.079277708190634,1280.9458281174998,17.079277708190634,78_1060_0_1.geojson,0,TRUE
78,1060,0,"Driving, parking and walking",5030.010674207928,37.15925966029581,2406.1014546626,32.08142772875446,78_1060_0_2.geojson,1,TRUE
79,1061,0,"Driving, parking and walking",4557.8301222130185,25.27101460236417,1041.9519919650702,13.892768226166204,79_1061_0_1.geojson,1,TRUE
79,1061,0,Walking,3291.9133663845005,43.89217821835025,3291.9133663845005,43.89217821835025,79_1061_0_2.geojson,0,TRUE
80,1062,0,"Driving, parking and walking",19207.933945074386,39.643089685084945,258.0611627501,3.4408905033260657,80_1062_0_1.geojson,1,TRUE
80,1062,0,Walking,15498.538078667707,206.64717438171957,15498.538078667707,206.64717438171957,80_1062_0_2.geojson,0,TRUE
81,1063,0,"Driving, parking and walking",9496.429820425774,32.5496798887131,1233.2974989674,16.444041652857557,81_1063_0_1.geojson,1,TRUE
81,1063,0,Walking,7601.699184919515,101.35598913200683,7601.699184919515,101.35598913200683,81_1063_0_2.geojson,0,TRUE
82,1064,0,Walking,7498.61808864452,99.98157451501027,7498.61808864452,99.98157451501027,82_1064_0_1.geojson,0,TRUE
83,1065,0,"Driving, parking and walking",13039.340960822754,43.89545140257922,1656.53043688314,22.087147491719982,83_1065_0_1.geojson,1,TRUE
83,1065,0,Walking,9774.183307650237,130.3224441016772,9774.183307650237,130.3224441016772,83_1065_0_2.geojson,0,TRUE
84,1066,0,Walking,8266.378849609058,110.21838466117866,8266.378849609058,110.21838466117866,84_1066_0_1.geojson,0,TRUE
85,1067,0,"Driving, parking and walking",14251.606960638965,29.650772245689264,314.32204167700996,4.191035555682991,85_1067_0_1.geojson,1,TRUE
85,1067,0,Walking,12910.679370966689,172.14239161245865,12910.679370966689,172.14239161245865,85_1067_0_2.geojson,0,TRUE
86,1068,0,Walking,13091.34819936873,174.5513093244798,13091.34819936873,174.5513093244798,86_1068_0_1.geojson,0,TRUE
87,1069,0,"Driving, parking and walking",2884.4020165753805,17.20031854411027,961.5694617156798,12.821001156177015,87_1069_0_1.geojson,1,TRUE
87,1069,0,Walking,2697.8697520680903,35.971596694151266,2697.8697520680903,35.971596694151266,87_1069_0_2.geojson,0,TRUE
88,106,0,"Driving, parking and walking",6008.60245062195,23.12930640730921,1102.1503402121198,14.695412869458195,88_106_0_1.geojson,1,TRUE
88,106,0,Walking,5264.539712900708,70.19386283850062,5264.539712900708,70.19386283850062,88_106_0_2.geojson,0,TRUE
89,1070,0,Walking,3428.0286873108203,45.707049164029996,3428.0286873108203,45.707049164029996,89_1070_0_1.geojson,0,TRUE
90,1071,0,Walking,4085.7203992856103,54.47627199033861,4085.7203992856103,54.47627199033861,90_1071_0_1.geojson,0,TRUE
91,1072,0,Walking,3944.2294778558503,52.589726371279845,3944.2294778558503,52.589726371279845,91_1072_0_1.geojson,0,TRUE
92,1073,0,Walking,12004.249133464897,160.05665511246514,12004.249133464897,160.05665511246514,92_1073_0_1.geojson,0,TRUE
93,1074,0,"Driving, parking and walking",3269.7192968923514,10.665299182099533,376.12283895851,5.01504618610093,93_1074_0_1.geojson,1,TRUE
93,1074,0,Walking,2480.34202062534,33.07122694158851,2480.34202062534,33.07122694158851,93_1074_0_2.geojson,0,TRUE
94,1075,0,Walking,1661.58651414449,22.154486855204482,1661.58651414449,22.154486855204482,94_1075_0_1.geojson,0,TRUE
95,1076,0,Walking,20032.132044529684,267.0950939263947,20032.132044529684,267.0950939263947,95_1076_0_1.geojson,0,TRUE
97,1078,0,"Driving, parking and walking",23129.221930158034,58.76872012165123,1845.1144054708598,24.60160040621663,97_1078_0_1.geojson,1,TRUE
98,1079,0,"Driving, parking and walking",11245.388431839745,27.55818958040305,348.99319569723997,4.653317609284902,98_1079_0_1.geojson,1,TRUE
98,1079,0,Walking,10226.4000494359,136.35200065880454,10226.4000494359,136.35200065880454,98_1079_0_2.geojson,0,TRUE
99,107,0,Walking,21409.349368481002,285.45799157903303,21409.349368481002,285.45799157903303,99_107_0_1.geojson,0,TRUE
100,1080,0,Walking,4052.0683717970765,54.02757829049263,4052.0683717970765,54.02757829049263,100_1080_0_1.geojson,0,TRUE
101,1081,0,Walking,10300.82587911675,137.34434505454664,10300.82587911675,137.34434505454664,101_1081_0_1.geojson,0,TRUE
102,1082,0,Walking,7956.218572569362,106.08291430065954,7956.218572569362,106.08291430065954,102_1082_0_1.geojson,0,TRUE
103,1083,0,"Driving, parking and walking",20195.016574556143,43.517840916021946,389.34851774464005,5.191388569915556,103_1083_0_1.geojson,1,TRUE
103,1083,0,Walking,18497.312453574003,246.63083271370363,18497.312453574003,246.63083271370363,103_1083_0_2.geojson,0,TRUE
104,1084,0,"Driving, parking and walking",6206.536912912892,20.9428501977371,757.9505917153,10.10608288951207,104_1084_0_1.geojson,1,TRUE
104,1084,0,Walking,4999.1034274944,66.65471236642537,4999.1034274944,66.65471236642537,104_1084_0_2.geojson,0,TRUE
105,1085,0,Walking,7105.37202118985,94.73829361562782,7105.37202118985,94.73829361562782,105_1085_0_1.geojson,0,TRUE
106,1086,0,"Driving, parking and walking",20622.08759732439,60.09011897619707,1606.6166697547499,21.421630596676447,106_1086_0_1.geojson,1,TRUE
106,1086,0,Walking,19298.18600505385,257.309146733408,19298.18600505385,257.309146733408,106_1086_0_2.geojson,0,TRUE
107,1087,0,"Driving, parking and walking",7681.52932380127,26.06642554553191,457.63379628819996,6.10185895049408,107_1087_0_1.geojson,1,TRUE
107,1087,0,Walking,7187.63667843723,95.83515571225678,7187.63667843723,95.83515571225678,107_1087_0_2.geojson,0,TRUE
108,1088,0,"Driving, parking and walking",19140.838660269903,49.11964336765814,979.9017782895802,13.065432043828407,108_1088_0_1.geojson,1,TRUE
108,1088,0,Walking,17544.743710665633,233.92991614162358,17544.743710665633,233.92991614162358,108_1088_0_2.geojson,0,TRUE
109,1089,0,"Driving, parking and walking",13062.522456538556,42.16777332087527,1413.13042551079,18.84181400676343,109_1089_0_1.geojson,1,TRUE
109,1089,0,Walking,10908.647986607242,145.4486398210661,10908.647986607242,145.4486398210661,109_1089_0_2.geojson,0,TRUE
110,108,0,Walking,7708.031922822083,102.77375897070416,7708.031922822083,102.77375897070416,110_108_0_1.geojson,0,TRUE
111,1090,0,"Driving, parking and walking",20239.23971462546,46.29767100760301,982.2348320346898,13.096539427096461,111_1090_0_1.geojson,1,TRUE
111,1090,0,Walking,18656.877796924826,248.75837062504235,18656.877796924826,248.75837062504235,111_1090_0_2.geojson,0,TRUE
112,1091,0,Walking,23158.699747946466,308.78266330518085,23158.699747946466,308.78266330518085,112_1091_0_1.geojson,0,TRUE
113,1092,0,"Driving, parking and walking",8376.038563519745,35.96766493399096,1734.03636710842,23.12055989472113,113_1092_0_1.geojson,1,TRUE
113,1092,0,Walking,4943.112406768129,65.90816542341031,4943.112406768129,65.90816542341031,113_1092_0_2.geojson,0,TRUE
114,1093,0,Walking,172.2851885836,2.29713584777559,172.2851885836,2.29713584777559,114_1093_0_1.geojson,0,TRUE
114,1093,0,"Driving, parking and walking",4258.454214328309,31.33671938652792,1766.3409899823203,23.55128819970539,114_1093_0_2.geojson,1,TRUE
115,1094,0,Walking,20523.270670283793,273.6436089364329,20523.270670283793,273.6436089364329,115_1094_0_1.geojson,0,TRUE
116,1095,0,Walking,1658.4496909197196,22.112662545540985,1658.4496909197196,22.112662545540985,116_1095_0_1.geojson,0,TRUE
117,1096,0,"Driving, parking and walking",10647.820029321745,32.797466484297445,928.9200951358702,12.385676268447305,117_1096_0_1.geojson,1,TRUE
117,1096,0,Walking,8711.346326227225,116.15128434940596,8711.346326227225,116.15128434940596,117_1096_0_2.geojson,0,TRUE
118,1097,0,Walking,20332.930987229523,271.10574649571595,20332.930987229523,271.10574649571595,118_1097_0_1.geojson,0,TRUE
119,1098,0,"Driving, parking and walking",7264.077622812849,41.372859272110915,1966.6578700638797,26.222179934119517,119_1098_0_1.geojson,1,TRUE
120,1099,0,"Driving, parking and walking",18068.801382703703,63.56874691745532,1960.9606682948497,26.14621724386597,120_1099_0_1.geojson,1,TRUE
120,1099,0,Walking,15940.385828613526,212.53847771431566,15940.385828613526,212.53847771431566,120_1099_0_2.geojson,0,TRUE
121,109,0,Walking,108.2303821534,1.4430717620417255,108.2303821534,1.4430717620417255,121_109_0_1.geojson,0,TRUE
122,109,1,"Driving, parking and walking",16277.620237766903,43.40015245889147,1457.4684702309,19.432987936363414,122_109_1_1.geojson,1,TRUE
122,109,1,Walking,13148.61623428661,175.31488312338325,13148.61623428661,175.31488312338325,122_109_1_2.geojson,0,TRUE
123,10,0,"Driving, parking and walking",10137.047125688057,27.172885303296603,642.2070292753799,8.562835390316994,123_10_0_1.geojson,1,TRUE
123,10,0,Walking,9010.500674852496,120.14000899773299,9010.500674852496,120.14000899773299,123_10_0_2.geojson,0,TRUE
124,1100,0,"Driving, parking and walking",25138.62542728131,63.78424123000131,1323.6855043594398,17.649215058081747,124_1100_0_1.geojson,1,TRUE
124,1100,0,Walking,23045.431313182376,307.27241750833014,23045.431313182376,307.27241750833014,124_1100_0_2.geojson,0,TRUE
125,1101,0,"Driving, parking and walking",16386.69232971635,48.679668641252384,1451.2213918065902,19.349693557372824,125_1101_0_1.geojson,1,TRUE
125,1101,0,Walking,14716.98659715164,196.22648796153135,14716.98659715164,196.22648796153135,125_1101_0_2.geojson,0,TRUE
126,1102,0,Walking,5906.81625161232,78.75755002130067,5906.81625161232,78.75755002130067,126_1102_0_1.geojson,0,TRUE
127,1103,0,Walking,11272.989407738034,150.30652543613132,11272.989407738034,150.30652543613132,127_1103_0_1.geojson,0,TRUE
129,1105,0,"Driving, parking and walking",3135.9073333135398,9.618158463318492,238.04763412984,3.1740434550565997,129_1105_0_1.geojson,1,TRUE
130,1106,0,"Driving, parking and walking",5511.25440154602,17.05149441657181,438.29213687699996,5.8439701583453925,130_1106_0_1.geojson,1,TRUE
130,1106,0,Walking,4804.65258064962,64.06203440850146,4804.65258064962,64.06203440850146,130_1106_0_2.geojson,0,TRUE
131,1107,0,"Driving, parking and walking",8678.746056253556,16.969544142133962,78.72980334420001,1.0498057112533772,131_1107_0_1.geojson,1,TRUE
131,1107,0,Walking,7516.301735861358,100.21735647790092,7516.301735861358,100.21735647790092,131_1107_0_2.geojson,0,TRUE
132,1108,0,"Driving, parking and walking",25162.317719375897,78.46496932727331,3165.08684594557,42.20123294583543,132_1108_0_1.geojson,1,TRUE
132,1108,0,Walking,21865.191845181045,291.53589126835175,21865.191845181045,291.53589126835175,132_1108_0_2.geojson,0,TRUE
133,1109,0,"Driving, parking and walking",8389.395459454361,29.430584158036247,996.6871411215002,13.28923688158678,133_1109_0_1.geojson,1,TRUE
133,1109,0,Walking,6017.005661970141,80.22674215940128,6017.005661970141,80.22674215940128,133_1109_0_2.geojson,0,TRUE
134,110,0,"Driving, parking and walking",15755.961843288744,29.382318840142396,526.1133103555601,7.014919138056598,134_110_0_1.geojson,1,TRUE
134,110,0,Walking,11503.522145940758,153.3802952788267,11503.522145940758,153.3802952788267,134_110_0_2.geojson,0,TRUE
135,1110,0,"Driving, parking and walking",3485.8087512743214,16.309741122787145,868.0721016018,11.574369687995063,135_1110_0_1.geojson,1,TRUE
135,1110,0,Walking,1728.22533404347,23.04300445385532,1728.22533404347,23.04300445385532,135_1110_0_2.geojson,0,TRUE
136,1111,0,"Driving, parking and walking",6485.77278289218,25.509875102005765,1222.34322821314,16.29798470946779,136_1111_0_1.geojson,1,TRUE
136,1111,0,Walking,4452.84651400888,59.37128685330332,4452.84651400888,59.37128685330332,136_1111_0_2.geojson,0,TRUE
137,1112,0,"Driving, parking and walking",1894.63786313202,8.00477047153404,305.07907152439003,4.067795953648365,137_1112_0_1.geojson,1,TRUE
137,1112,0,Walking,1707.5128362001,22.76683781594442,1707.5128362001,22.76683781594442,137_1112_0_2.geojson,0,TRUE
138,1113,0,"Driving, parking and walking",18556.03474300056,39.782617292002726,471.84592223825007,6.2913539631609385,138_1113_0_1.geojson,1,TRUE
138,1113,0,Walking,15354.263330446225,204.7235110721045,15354.263330446225,204.7235110721045,138_1113_0_2.geojson,0,TRUE
141,1116,0,"Driving, parking and walking",5434.17978258522,28.60353957919637,1302.28851796736,17.363921906188057,141_1116_0_1.geojson,1,TRUE
142,1117,0,"Driving, parking and walking",10339.501880511492,52.268793172378324,2714.456992270981,36.19283489685591,142_1117_0_1.geojson,1,TRUE
142,1117,0,Walking,8920.476421119765,118.93968561463294,8920.476421119765,118.93968561463294,142_1117_0_2.geojson,0,TRUE
144,1119,0,"Driving, parking and walking",11971.910378806264,36.695965563587805,715.81887803704,9.544326707136673,144_1119_0_1.geojson,1,TRUE
145,111,0,"Driving, parking and walking",5485.410494089291,21.746838427338496,962.46639897838,12.832960319679652,145_111_0_1.geojson,1,TRUE
145,111,0,Walking,2991.7809904823894,39.890413206332134,2991.7809904823894,39.890413206332134,145_111_0_2.geojson,0,TRUE
147,111,2,Walking,4378.6857123581285,58.3824761646291,4378.6857123581285,58.3824761646291,147_111_2_1.geojson,0,TRUE
148,1120,0,Walking,15080.110961552962,201.06814615353667,15080.110961552962,201.06814615353667,148_1120_0_1.geojson,0,TRUE
149,1121,0,Walking,14140.600479260474,188.5413397230016,14140.600479260474,188.5413397230016,149_1121_0_1.geojson,0,TRUE
150,1122,0,"Driving, parking and walking",12419.477133511864,23.948808805979535,87.6067004566,1.1681643394184145,150_1122_0_1.geojson,1,TRUE
150,1122,0,Walking,9950.059784029127,132.66746378672337,9950.059784029127,132.66746378672337,150_1122_0_2.geojson,0,TRUE
151,1123,0,"Driving, parking and walking",16883.171027361495,47.30593565075136,1405.66395812215,18.74226110824848,151_1123_0_1.geojson,1,TRUE
